employee_id,employee_name,age,gender,department,job_role,education,location,hire_date,years_at_company,manager_id,attendance_date,attendance_status,check_in,check_out,late_minutes,working_hours,gps_checkin,face_recognition,biometric_status,qr_checkin,shift_type,overtime_hours,shift_swap_requested,leave_type,leave_days_taken,leave_balance,leave_approval,timesheet_hours,project_hours,billable_hours,basic_salary,bonus,deduction,net_salary,kpi_score,goal_completion_percent,productivity_score,performance_rating,training_hours,skill,skill_gap_score,engagement_score,sentiment,attrition_status,attrition_risk_score,absenteeism_risk,workforce_forecast_need,manager_alert,hr_alert,work_anniversary,birthday_month
EMP01864,Employee_1864,27,Male,Marketing,Manager,MBA,Pune,2021-04-18,13,MGR028,2026-08-01,Present,09:42,19:31,0,9.3,Yes,Failed,Success,Yes,Night,3.8,Yes,Sick,16,24,Pending,8.4,4.5,7.0,60534,17723,9984,68273,62,69,77,2,1,Java,75,46,Negative,No,22,94,Medium,Performance,,2026-04-18,6
EMP01632,Employee_1632,54,Female,HR,Engineer,MBA,Pune,2021-02-28,13,MGR077,2026-08-01,Present,09:47,19:44,0,7.8,Yes,Verified,Success,Yes,Evening,4.3,No,Sick,11,4,Pending,6.7,6.1,4.4,128511,19631,2659,145483,64,40,90,3,70,Python,9,46,Negative,No,95,69,Medium,Late,,2026-02-28,11
EMP01696,Employee_1696,21,Female,Marketing,Analyst,MCA,Pune,2022-05-21,12,MGR022,2026-08-01,Absent,10:00,19:59,63,8.3,Yes,Verified,Success,Yes,Morning,3.7,Yes,Earned,10,21,Rejected,6.2,5.4,5.0,149867,19739,3925,165681,54,90,74,3,11,Excel,91,49,Negative,No,79,55,Medium,Late,Attrition,2026-05-21,7
EMP01398,Employee_1398,52,Female,Support,Engineer,Bachelor,Bhubaneswar,2024-10-21,11,MGR049,2026-08-01,Present,08:17,19:43,0,7.3,Yes,Failed,Success,Yes,Morning,1.2,No,Earned,9,7,Approved,7.4,7.6,5.1,67654,6958,4021,70591,50,86,89,4,11,Excel,34,44,Negative,No,72,64,Low,,,2026-10-21,8
EMP00664,Employee_664,54,Female,IT,Analyst,MBA,Bhubaneswar,2020-01-13,4,MGR078,2026-08-01,Present,09:11,20:39,0,8.8,Yes,Verified,Success,Yes,Morning,4.5,No,Sick,2,30,Approved,7.8,7.3,2.2,108890,17623,2282,124231,55,66,79,4,69,Power BI,15,62,Negative,No,40,75,Low,Performance,Attrition,2026-01-13,10
EMP01836,Employee_1836,48,Male,IT,Analyst,Master,Bhubaneswar,2019-07-14,19,MGR011,2026-08-01,Present,09:08,20:12,0,8.6,Yes,Verified,Success,Yes,Evening,4.3,No,,13,7,Approved,7.4,5.1,4.1,91619,11923,1112,102430,77,56,61,3,19,AWS,47,76,Positive,No,27,63,Low,Late,,2026-07-14,8
EMP01258,Employee_1258,42,Female,Support,Coordinator,Bachelor,Bangalore,2019-11-23,12,MGR003,2026-08-01,Present,09:11,20:41,0,7.9,Yes,Verified,Success,Yes,Night,0.3,No,Casual,14,28,Approved,8.1,6.4,4.3,81561,3429,305,84685,82,91,75,3,32,Excel,24,82,Negative,No,67,35,Medium,Late,,2026-11-23,9
EMP01774,Employee_1774,36,Male,Operations,Specialist,Bachelor,Bangalore,2021-05-17,18,MGR049,2026-08-01,Present,08:15,20:55,0,9.1,Yes,Verified,Success,Yes,Night,5.0,Yes,Earned,10,13,Pending,8.2,4.7,2.1,87153,4462,1985,89630,55,89,91,4,9,Excel,46,41,Negative,No,39,24,Medium,Performance,Payroll,2026-05-17,10
EMP01701,Employee_1701,36,Male,Support,Manager,MCA,Pune,2018-03-15,5,MGR070,2026-08-01,Present,10:23,20:45,64,8.7,Yes,Verified,Failed,Yes,Night,1.1,No,Earned,16,21,Rejected,7.3,4.1,4.4,96512,3906,4357,96061,81,76,53,2,22,Java,36,66,Neutral,No,44,20,Low,Leave,Attrition,2026-03-15,5
EMP00318,Employee_318,26,Male,IT,Coordinator,MCA,Hyderabad,2021-05-19,0,MGR062,2026-08-01,Present,09:06,19:35,0,9.1,Yes,Failed,Success,Yes,Evening,0.3,No,Earned,2,22,Approved,8.3,4.4,2.8,55957,6662,7152,55467,98,99,58,3,51,AWS,36,92,Negative,No,64,76,Medium,,Payroll,2026-05-19,8
EMP00649,Employee_649,35,Female,Finance,Engineer,MBA,Pune,2023-04-29,17,MGR043,2026-08-01,Present,08:27,18:42,0,8.7,Yes,Verified,Success,Yes,Evening,4.2,Yes,Sick,20,18,Pending,7.8,4.9,5.7,149636,6439,8962,147113,98,74,100,5,9,HRMS,12,62,Positive,No,74,10,Low,Performance,Compliance,2026-04-29,12
EMP01435,Employee_1435,41,Female,IT,Manager,MBA,Delhi,2022-01-21,2,MGR070,2026-08-01,Present,08:51,20:55,0,9.2,Yes,Failed,Failed,Yes,Night,4.0,No,Earned,15,16,Rejected,8.1,7.5,2.6,147161,11074,670,157565,86,47,86,4,25,SAP,7,68,Neutral,No,20,38,Low,,,2026-01-21,4
EMP01480,Employee_1480,55,Female,Sales,Engineer,Bachelor,Chennai,2020-12-24,20,MGR035,2026-08-01,Present,08:34,19:03,0,8.1,Yes,Verified,Success,Yes,Evening,2.3,Yes,,10,3,Rejected,7.6,6.0,6.8,73870,10503,8733,75640,89,56,88,2,14,Power BI,92,85,Neutral,No,51,85,High,Leave,,2026-12-24,8
EMP00710,Employee_710,58,Female,IT,Coordinator,MBA,Chennai,2021-10-15,1,MGR072,2026-08-01,WFH,10:39,20:55,61,7.5,Yes,Verified,Success,Yes,Evening,3.6,Yes,Sick,20,20,Approved,7.3,6.0,2.4,116195,10022,5936,120281,63,53,89,5,60,Excel,54,68,Positive,No,71,88,Low,,Attrition,2026-10-15,11
EMP01383,Employee_1383,34,Female,Finance,Analyst,B.Tech,Bangalore,2024-06-18,8,MGR018,2026-08-01,Present,09:03,20:15,0,7.7,Yes,Verified,Failed,Yes,Night,2.8,No,Earned,18,6,Pending,7.1,6.1,3.6,53469,1081,5923,48627,88,47,89,3,68,HRMS,96,65,Positive,No,37,18,High,Leave,,2026-06-18,7
EMP01283,Employee_1283,44,Male,Finance,Coordinator,B.Tech,Delhi,2018-12-18,16,MGR011,2026-08-01,Present,08:21,18:35,0,7.9,Yes,Verified,Failed,Yes,Evening,2.3,Yes,Earned,14,8,Approved,7.9,4.6,2.6,149976,4007,825,153158,62,48,85,4,39,Power BI,33,89,Negative,No,71,82,High,Late,,2026-12-18,11
EMP00973,Employee_973,22,Male,Operations,Analyst,B.Tech,Pune,2021-04-03,16,MGR015,2026-08-01,Present,09:27,19:50,0,9.5,Yes,Failed,Success,Yes,Night,0.0,Yes,,6,5,Pending,6.3,4.8,4.4,141724,12657,8095,146286,66,88,60,3,55,SAP,29,89,Positive,No,31,21,Low,Leave,,2026-04-03,8
EMP00628,Employee_628,45,Female,Marketing,Analyst,MBA,Hyderabad,2021-10-10,1,MGR060,2026-08-01,Present,09:48,19:48,0,9.1,Yes,Verified,Failed,Yes,Morning,0.0,No,Earned,17,20,Rejected,8.9,6.3,6.1,39354,6872,5940,40286,71,77,90,4,70,Python,17,82,Neutral,No,10,21,High,Leave,Payroll,2026-10-10,3
EMP00633,Employee_633,26,Male,IT,Specialist,B.Tech,Chennai,2020-12-15,3,MGR024,2026-08-01,Present,10:40,20:38,76,7.1,Yes,Verified,Failed,Yes,Morning,1.7,Yes,Casual,0,29,Rejected,7.9,6.2,5.9,27214,15695,6530,36379,91,90,98,3,12,Power BI,3,81,Neutral,No,10,51,Medium,,,2026-12-15,1
EMP01307,Employee_1307,59,Male,HR,Manager,MBA,Bangalore,2019-02-14,13,MGR044,2026-08-01,Present,10:13,20:27,80,7.3,Yes,Verified,Success,Yes,Evening,2.2,No,Earned,5,2,Pending,6.3,7.3,3.9,148395,9612,9779,148228,65,54,78,4,2,SAP,96,82,Negative,No,40,48,Medium,,Compliance,2026-02-14,8
EMP01401,Employee_1401,58,Male,Finance,Executive,Master,Hyderabad,2021-08-20,6,MGR042,2026-08-01,Present,08:10,19:48,0,9.5,Yes,Verified,Success,Yes,Night,2.9,Yes,,20,30,Pending,8.6,7.8,5.4,141733,1469,5438,137764,62,89,69,5,47,SQL,24,83,Negative,No,54,78,High,Performance,Payroll,2026-08-20,3
EMP01409,Employee_1409,26,Female,Finance,Analyst,B.Tech,Hyderabad,2022-05-12,16,MGR051,2026-08-01,Absent,08:57,19:13,0,8.0,Yes,Verified,Success,Yes,Evening,5.4,Yes,Casual,2,16,Rejected,7.8,5.6,4.6,29733,4653,4736,29650,77,91,84,2,47,Java,27,44,Positive,No,59,20,Low,,Attrition,2026-05-12,6
EMP01249,Employee_1249,34,Male,Support,Coordinator,Bachelor,Pune,2019-03-07,6,MGR064,2026-08-01,Absent,09:11,18:00,0,8.3,Yes,Verified,Failed,Yes,Morning,3.3,No,Sick,8,26,Rejected,8.2,5.2,2.1,49480,10407,5697,54190,83,67,96,5,4,HRMS,86,77,Positive,No,50,98,Low,Late,Attrition,2026-03-07,1
EMP01953,Employee_1953,53,Male,Sales,Engineer,B.Tech,Bangalore,2019-05-14,1,MGR013,2026-08-01,Present,09:41,18:30,0,9.8,Yes,Verified,Success,Yes,Evening,7.8,Yes,,15,17,Pending,6.8,6.0,5.5,57411,14266,7961,63716,51,62,59,2,73,SQL,69,94,Neutral,No,47,6,High,,,2026-05-14,3
EMP01255,Employee_1255,49,Female,Finance,Specialist,Bachelor,Bhubaneswar,2024-01-07,15,MGR056,2026-08-01,Present,09:23,18:44,0,10.0,Yes,Verified,Success,Yes,Morning,0.9,No,Sick,19,20,Approved,8.2,4.4,6.9,56065,4388,1534,58919,72,81,92,2,16,Power BI,79,60,Positive,No,78,31,High,Performance,,2026-01-07,4
EMP01497,Employee_1497,34,Male,Marketing,Coordinator,B.Tech,Delhi,2024-05-28,0,MGR031,2026-08-01,Absent,08:39,20:13,0,7.8,Yes,Failed,Success,Yes,Morning,4.1,Yes,Earned,0,10,Approved,7.7,7.3,2.5,129067,15354,7231,137190,92,90,90,5,74,Excel,70,99,Positive,No,76,87,High,,Compliance,2026-05-28,12
EMP01372,Employee_1372,26,Male,Finance,Specialist,Bachelor,Pune,2023-08-13,19,MGR038,2026-08-01,Present,09:41,20:03,0,9.8,Yes,Failed,Failed,Yes,Morning,0.0,Yes,Sick,19,3,Approved,7.6,6.6,7.1,85980,19037,7816,97201,99,87,63,4,17,SAP,85,73,Neutral,No,60,66,Medium,Leave,Compliance,2026-08-13,1
EMP01530,Employee_1530,33,Male,HR,Executive,B.Tech,Delhi,2019-03-06,10,MGR038,2026-08-01,Present,10:18,19:59,77,9.0,Yes,Verified,Success,Yes,Morning,3.9,No,Sick,16,17,Rejected,7.5,4.8,5.2,62464,9920,7778,64606,73,95,76,5,36,Excel,21,94,Neutral,No,56,39,Low,,Payroll,2026-03-06,7
EMP01664,Employee_1664,38,Female,IT,Analyst,Master,Pune,2024-03-25,9,MGR037,2026-08-01,Present,10:30,18:36,75,8.9,Yes,Failed,Success,Yes,Night,4.1,No,Casual,1,9,Rejected,6.4,6.5,3.5,144858,1559,5057,141360,55,46,67,5,3,SAP,83,75,Positive,No,39,55,High,Performance,Payroll,2026-03-25,10
EMP01355,Employee_1355,28,Male,Finance,Coordinator,MCA,Bhubaneswar,2018-11-16,20,MGR049,2026-08-01,Present,09:13,18:22,0,7.7,Yes,Verified,Success,Yes,Night,1.9,Yes,,0,11,Rejected,7.4,6.9,4.4,144829,10181,1460,153550,52,76,99,2,8,HRMS,25,97,Negative,No,67,81,Medium,,Payroll,2026-11-16,8
EMP01926,Employee_1926,33,Female,Marketing,Engineer,Master,Bangalore,2020-07-10,20,MGR011,2026-08-01,Absent,09:43,19:12,0,9.4,Yes,Verified,Success,Yes,Night,3.4,Yes,Casual,11,22,Approved,6.7,6.5,3.4,112012,8676,3309,117379,58,71,77,4,74,Python,32,92,Negative,No,71,83,Medium,Leave,Attrition,2026-07-10,11
EMP01901,Employee_1901,25,Male,Sales,Analyst,MBA,Delhi,2019-01-09,8,MGR040,2026-08-01,Present,09:04,19:59,0,7.6,Yes,Verified,Success,Yes,Evening,0.0,Yes,Casual,10,2,Approved,6.5,7.4,5.2,102843,12059,7509,107393,94,64,80,4,5,Java,74,46,Neutral,No,60,13,Low,,Attrition,2026-01-09,3
EMP01644,Employee_1644,47,Male,Support,Engineer,Master,Bhubaneswar,2024-06-13,19,MGR028,2026-08-01,Present,08:09,20:04,0,9.2,Yes,Failed,Success,Yes,Morning,3.7,Yes,Casual,8,17,Pending,7.4,7.7,7.8,69096,9691,3146,75641,85,41,52,4,57,SAP,100,75,Negative,No,76,12,High,Performance,Attrition,2026-06-13,1
EMP01849,Employee_1849,24,Female,HR,Coordinator,MCA,Hyderabad,2023-08-05,2,MGR026,2026-08-01,Present,09:19,19:23,0,7.4,Yes,Failed,Success,Yes,Night,2.5,Yes,Casual,14,11,Rejected,8.6,6.6,7.7,145710,10052,8049,147713,80,81,52,3,70,Excel,74,83,Positive,No,94,19,Medium,Late,,2026-08-05,4
EMP00796,Employee_796,56,Male,Support,Specialist,Bachelor,Pune,2023-02-15,12,MGR029,2026-08-01,Present,09:53,19:39,0,8.2,Yes,Failed,Success,Yes,Night,4.1,No,,6,7,Approved,8.6,5.0,3.7,81982,18780,2319,98443,66,44,51,2,49,SQL,55,65,Neutral,No,84,59,Low,,Payroll,2026-02-15,5
EMP00646,Employee_646,27,Male,IT,Coordinator,Master,Hyderabad,2020-04-30,5,MGR067,2026-08-01,Present,09:07,18:10,0,7.7,Yes,Failed,Success,Yes,Evening,5.0,No,Sick,17,10,Approved,6.6,4.7,4.4,52403,7327,9435,50295,99,91,69,4,78,SAP,54,90,Positive,No,32,33,High,Performance,Attrition,2026-04-30,4
EMP01013,Employee_1013,24,Female,Support,Specialist,Bachelor,Delhi,2020-08-09,17,MGR026,2026-08-01,Present,10:13,18:55,71,8.7,Yes,Verified,Success,Yes,Evening,5.0,Yes,Casual,9,24,Pending,7.0,7.8,2.3,89807,1214,6033,84988,90,59,97,5,44,HRMS,25,84,Positive,No,36,99,High,Late,Compliance,2026-08-09,5
EMP01840,Employee_1840,56,Female,IT,Coordinator,MCA,Bhubaneswar,2023-04-17,3,MGR009,2026-08-01,Present,09:03,20:52,0,7.6,Yes,Failed,Success,Yes,Morning,1.9,Yes,Earned,8,3,Rejected,8.7,5.7,4.1,122642,18915,5724,135833,55,88,100,4,73,SAP,26,93,Negative,No,22,81,Low,Late,Compliance,2026-04-17,4
EMP00557,Employee_557,45,Male,HR,Specialist,MCA,Hyderabad,2024-10-20,9,MGR059,2026-08-01,Present,10:32,20:14,73,8.3,Yes,Failed,Failed,Yes,Morning,2.9,Yes,,16,15,Pending,7.9,6.3,2.5,41633,7008,7595,41046,69,42,53,5,51,Excel,50,78,Negative,No,90,16,Low,Leave,Compliance,2026-10-20,5
EMP00682,Employee_682,45,Female,Operations,Engineer,Master,Bhubaneswar,2024-05-24,6,MGR012,2026-08-01,WFH,08:31,20:08,0,9.5,Yes,Verified,Success,Yes,Evening,3.3,Yes,Casual,8,9,Pending,7.6,5.1,7.3,56780,16559,6769,66570,60,86,81,5,16,Java,0,42,Positive,No,94,18,Low,Performance,,2026-05-24,2
EMP00578,Employee_578,25,Female,Support,Manager,B.Tech,Pune,2019-12-23,19,MGR016,2026-08-01,WFH,09:06,19:10,0,7.2,Yes,Verified,Success,Yes,Night,0.0,No,,20,9,Pending,8.5,5.6,5.3,88195,3384,1743,89836,52,63,61,3,13,HRMS,74,40,Positive,No,84,22,Low,,Compliance,2026-12-23,12
EMP01110,Employee_1110,30,Male,Support,Executive,MBA,Bangalore,2018-09-17,5,MGR056,2026-08-01,Present,09:45,18:48,0,9.3,Yes,Failed,Success,Yes,Morning,1.4,Yes,,6,22,Pending,8.0,6.6,7.4,133111,18989,301,151799,89,47,57,4,22,Java,53,97,Neutral,No,15,31,Low,,Compliance,2026-09-17,9
EMP01267,Employee_1267,35,Female,Operations,Coordinator,MBA,Bangalore,2021-01-21,0,MGR017,2026-08-01,Present,09:39,20:42,0,8.4,Yes,Failed,Success,Yes,Night,1.2,No,Sick,4,8,Approved,8.4,4.2,5.7,33228,11573,8482,36319,99,56,84,5,0,Java,89,67,Negative,No,77,49,High,,Attrition,2026-01-21,7
EMP01723,Employee_1723,38,Female,Support,Coordinator,MBA,Bhubaneswar,2019-09-29,18,MGR039,2026-08-01,WFH,09:34,20:43,0,8.1,Yes,Verified,Success,Yes,Evening,7.1,Yes,Casual,19,16,Rejected,8.8,4.1,6.3,122179,7194,57,129316,71,86,86,5,20,AWS,13,50,Positive,No,25,64,High,Leave,Attrition,2026-09-29,3
EMP01184,Employee_1184,59,Female,Operations,Specialist,Master,Bhubaneswar,2024-01-09,17,MGR020,2026-08-01,WFH,08:50,18:50,0,8.3,Yes,Failed,Success,Yes,Evening,1.9,No,Sick,5,7,Rejected,7.0,7.3,4.5,83226,19974,3627,99573,83,86,59,3,31,Power BI,5,68,Positive,No,90,38,High,Performance,,2026-01-09,11
EMP00525,Employee_525,31,Male,Support,Manager,MCA,Chennai,2021-06-02,12,MGR065,2026-08-01,Present,10:04,20:49,76,9.6,Yes,Verified,Failed,Yes,Evening,0.3,No,Sick,10,19,Rejected,8.7,5.6,5.8,60515,15224,340,75399,63,50,88,2,40,HRMS,29,57,Positive,No,67,63,Medium,Leave,Compliance,2026-06-02,3
EMP01060,Employee_1060,56,Female,Finance,Manager,B.Tech,Delhi,2021-01-27,17,MGR029,2026-08-01,Present,10:11,20:02,74,8.9,Yes,Verified,Success,Yes,Evening,5.1,Yes,Sick,14,9,Pending,8.2,5.8,4.3,75264,2382,1333,76313,85,63,68,4,4,AWS,93,76,Positive,No,83,28,Medium,Leave,Compliance,2026-01-27,5
EMP00541,Employee_541,54,Male,Sales,Analyst,Bachelor,Chennai,2021-03-31,6,MGR031,2026-08-01,Present,10:33,20:11,66,8.3,Yes,Verified,Failed,Yes,Evening,4.4,Yes,,16,11,Approved,7.4,5.9,2.1,54130,6397,2044,58483,85,67,61,2,40,SQL,40,51,Positive,No,66,88,Medium,Performance,Payroll,2026-03-31,11
EMP01195,Employee_1195,39,Female,Sales,Manager,Master,Pune,2024-01-18,1,MGR058,2026-08-01,Present,09:19,19:21,0,9.2,Yes,Verified,Failed,Yes,Evening,2.8,Yes,,19,19,Pending,6.8,7.3,3.0,104941,1734,4611,102064,80,57,53,4,58,AWS,11,95,Negative,No,41,78,Low,Leave,Attrition,2026-01-18,1
EMP01679,Employee_1679,54,Female,Support,Manager,Master,Bangalore,2022-01-23,19,MGR020,2026-08-01,Present,10:30,18:11,78,8.1,Yes,Failed,Failed,Yes,Evening,1.6,No,Sick,11,29,Pending,8.5,4.5,7.0,128558,18622,8402,138778,70,58,96,2,64,SAP,22,93,Negative,No,24,23,High,Performance,Attrition,2026-01-23,4
EMP00749,Employee_749,36,Female,Sales,Engineer,MCA,Hyderabad,2023-06-01,0,MGR062,2026-08-01,Present,08:30,20:53,0,7.2,Yes,Verified,Success,Yes,Morning,3.0,No,Casual,13,1,Pending,7.6,7.4,4.4,82080,3552,8904,76728,53,82,69,5,13,HRMS,73,54,Positive,No,38,85,Low,Performance,Payroll,2026-06-01,11
EMP01852,Employee_1852,51,Female,IT,Analyst,MBA,Bhubaneswar,2023-05-01,13,MGR028,2026-08-01,Absent,09:03,20:08,0,7.2,Yes,Verified,Success,Yes,Morning,1.2,No,,11,3,Pending,8.6,7.9,6.5,69380,14351,352,83379,74,58,70,5,43,Power BI,0,41,Negative,No,83,32,Low,Late,Payroll,2026-05-01,5
EMP01431,Employee_1431,23,Female,HR,Analyst,MCA,Chennai,2019-01-25,0,MGR044,2026-08-01,Present,09:49,20:12,0,9.3,Yes,Failed,Success,Yes,Evening,0.0,Yes,Earned,3,5,Pending,8.2,5.4,4.1,132764,3895,2299,134360,76,45,72,2,3,Excel,24,62,Negative,No,90,65,High,Leave,,2026-01-25,9
EMP00485,Employee_485,31,Male,Support,Engineer,MBA,Pune,2022-06-24,5,MGR065,2026-08-01,Present,09:35,20:20,0,9.7,Yes,Verified,Success,Yes,Morning,6.8,Yes,Earned,13,16,Rejected,8.8,7.3,3.1,149602,1731,7526,143807,94,56,95,4,57,Excel,11,48,Neutral,No,19,49,High,Leave,,2026-06-24,8
EMP01758,Employee_1758,59,Female,IT,Coordinator,MCA,Chennai,2024-08-22,0,MGR023,2026-08-01,Present,09:48,20:55,0,9.0,Yes,Verified,Failed,Yes,Morning,0.7,Yes,,2,11,Approved,7.9,4.6,6.5,48798,16486,2909,62375,70,81,100,2,67,SQL,89,90,Neutral,No,69,22,High,Late,Payroll,2026-08-22,8
EMP00096,Employee_96,23,Male,Operations,Manager,Bachelor,Hyderabad,2022-11-12,16,MGR025,2026-08-01,Present,09:00,20:46,0,7.7,Yes,Failed,Success,Yes,Evening,1.3,Yes,,12,12,Rejected,7.8,4.7,6.9,87573,12560,76,100057,69,100,68,5,58,AWS,55,96,Negative,No,27,43,Medium,Leave,Compliance,2026-11-12,3
EMP01021,Employee_1021,31,Male,Finance,Specialist,Master,Bangalore,2020-03-26,0,MGR024,2026-08-01,Present,08:42,20:04,0,8.1,Yes,Failed,Success,Yes,Morning,2.2,No,Casual,14,3,Pending,8.6,6.2,2.7,71770,8371,1081,79060,60,66,88,4,55,Power BI,42,42,Neutral,No,17,61,High,Late,Compliance,2026-03-26,5
EMP00564,Employee_564,47,Male,Support,Coordinator,MBA,Pune,2018-07-08,0,MGR014,2026-08-01,Present,09:21,18:00,0,8.1,Yes,Failed,Failed,Yes,Night,4.5,Yes,Sick,20,15,Approved,6.8,5.4,7.8,142156,4729,7205,139680,55,71,76,3,68,Power BI,20,100,Neutral,No,22,95,High,Late,Attrition,2026-07-08,11
EMP01265,Employee_1265,45,Female,Finance,Analyst,Master,Bangalore,2021-09-13,9,MGR061,2026-08-01,Present,10:18,19:07,80,9.7,Yes,Verified,Success,Yes,Night,6.3,Yes,Casual,14,17,Rejected,8.3,5.7,4.1,107034,18247,7763,117518,91,89,77,3,43,Power BI,72,54,Negative,Yes,58,61,Medium,Performance,Compliance,2026-09-13,8
EMP00743,Employee_743,31,Male,IT,Coordinator,MBA,Pune,2018-07-01,0,MGR039,2026-08-01,Present,09:06,19:25,0,9.4,Yes,Verified,Failed,Yes,Night,4.0,Yes,Sick,8,23,Pending,8.0,6.0,6.9,126802,6337,6726,126413,94,55,68,2,15,AWS,91,60,Negative,No,53,5,High,Late,Attrition,2026-07-01,5
EMP00864,Employee_864,59,Female,Sales,Analyst,Bachelor,Pune,2022-03-18,12,MGR018,2026-08-01,Present,10:34,19:27,70,7.0,Yes,Verified,Success,Yes,Night,2.7,Yes,Sick,18,25,Pending,8.6,6.4,5.8,42662,12694,2121,53235,100,83,76,2,61,Python,15,65,Neutral,No,58,20,Medium,Performance,Payroll,2026-03-18,1
EMP01599,Employee_1599,43,Male,HR,Specialist,MCA,Delhi,2019-08-22,19,MGR003,2026-08-01,Present,09:00,19:29,0,8.5,Yes,Verified,Failed,Yes,Night,0.0,Yes,Sick,18,7,Approved,6.5,6.3,3.2,103135,10075,794,112416,74,91,79,4,57,Python,44,49,Negative,No,73,74,Low,Leave,Compliance,2026-08-22,9
EMP01715,Employee_1715,33,Female,Finance,Analyst,B.Tech,Hyderabad,2022-04-20,3,MGR048,2026-08-01,Present,08:56,18:32,0,7.4,Yes,Verified,Success,Yes,Morning,4.9,Yes,Casual,15,23,Rejected,7.7,4.2,2.2,61621,3971,9482,56110,65,51,62,2,20,SQL,27,76,Negative,No,91,87,Low,Leave,,2026-04-20,5
EMP01485,Employee_1485,36,Male,Finance,Manager,MCA,Delhi,2020-06-11,3,MGR011,2026-08-01,Present,08:45,20:41,0,7.3,Yes,Failed,Success,Yes,Evening,0.0,No,,3,28,Pending,8.6,6.2,4.7,121807,13887,2106,133588,82,95,67,5,39,Power BI,33,64,Neutral,No,65,100,High,,,2026-06-11,5
EMP00892,Employee_892,56,Male,Support,Manager,MBA,Hyderabad,2023-07-27,19,MGR044,2026-08-01,Absent,08:23,19:51,0,7.6,Yes,Verified,Success,Yes,Night,3.6,Yes,Casual,1,11,Rejected,7.5,7.9,6.6,62082,11945,5511,68516,76,72,53,4,71,AWS,97,40,Neutral,No,84,11,Low,Performance,,2026-07-27,5
EMP01578,Employee_1578,34,Female,IT,Analyst,Master,Bangalore,2021-11-06,6,MGR068,2026-08-01,Present,09:09,18:30,0,7.2,Yes,Failed,Success,Yes,Morning,4.7,Yes,Earned,4,30,Rejected,6.9,4.6,4.1,81989,17031,6784,92236,85,60,89,4,23,Java,46,75,Positive,No,31,30,High,Late,,2026-11-06,1
EMP01039,Employee_1039,40,Female,HR,Engineer,Bachelor,Bangalore,2020-01-26,9,MGR056,2026-08-01,WFH,08:53,19:49,0,7.8,Yes,Failed,Success,Yes,Morning,4.4,No,Casual,3,12,Approved,6.2,7.3,3.6,116967,13593,9312,121248,82,92,85,5,33,AWS,76,44,Positive,No,59,0,High,Late,,2026-01-26,4
EMP00207,Employee_207,37,Female,Finance,Coordinator,Master,Delhi,2018-01-05,16,MGR037,2026-08-01,Present,09:47,20:36,0,7.2,Yes,Verified,Success,Yes,Night,5.7,Yes,Casual,20,23,Rejected,9.0,7.5,3.3,25071,1971,7900,19142,82,91,70,3,43,Java,96,85,Neutral,Yes,44,31,High,Leave,Payroll,2026-01-05,4
EMP00393,Employee_393,27,Male,Sales,Coordinator,B.Tech,Pune,2021-02-18,4,MGR050,2026-08-01,Absent,08:48,19:01,0,8.6,Yes,Verified,Success,Yes,Night,6.0,No,Earned,13,25,Rejected,7.0,4.1,5.0,83479,6992,3804,86667,74,93,78,5,77,Excel,47,49,Negative,No,19,76,High,Performance,Compliance,2026-02-18,7
EMP00795,Employee_795,22,Female,HR,Analyst,MCA,Bhubaneswar,2022-06-09,19,MGR039,2026-08-01,Present,09:49,19:45,0,7.4,Yes,Verified,Success,Yes,Morning,5.6,Yes,,10,6,Pending,6.0,5.8,2.8,68518,2994,319,71193,70,42,59,4,67,Excel,0,85,Positive,No,95,34,High,Late,Payroll,2026-06-09,4
EMP00871,Employee_871,44,Male,Sales,Specialist,MBA,Bangalore,2023-12-14,14,MGR056,2026-08-01,WFH,10:14,20:08,76,8.5,Yes,Verified,Failed,Yes,Morning,6.9,Yes,Casual,16,3,Approved,6.5,4.9,5.6,32036,4287,1894,34429,66,75,52,5,56,Python,37,68,Positive,No,25,39,High,Late,Attrition,2026-12-14,9
EMP00398,Employee_398,36,Male,HR,Engineer,B.Tech,Hyderabad,2022-11-19,15,MGR052,2026-08-01,Present,09:29,19:56,0,7.6,Yes,Verified,Success,Yes,Morning,3.8,Yes,Casual,14,28,Rejected,8.8,5.2,2.3,110075,9895,6493,113477,79,98,74,3,55,SQL,76,58,Neutral,No,75,70,Medium,,Attrition,2026-11-19,2
EMP00767,Employee_767,51,Female,Support,Analyst,MBA,Bangalore,2019-11-02,19,MGR003,2026-08-01,Present,09:10,19:49,0,9.7,Yes,Failed,Success,Yes,Evening,0.5,Yes,Earned,20,10,Approved,6.1,4.8,5.6,105800,13672,6806,112666,51,76,52,4,7,HRMS,38,93,Neutral,No,62,8,High,Leave,Payroll,2026-11-02,3
EMP01842,Employee_1842,30,Male,Finance,Manager,MCA,Delhi,2024-06-05,16,MGR047,2026-08-01,Present,09:57,18:09,0,8.1,Yes,Failed,Success,Yes,Evening,4.8,Yes,,8,27,Pending,8.7,4.7,5.6,81484,11786,9225,84045,73,51,63,4,16,Python,77,79,Negative,No,61,53,Low,Performance,Compliance,2026-06-05,6
